customerid,average_order_value,time_between_purchases_log,purchase_behavior,churn_probability
CUST_PHQ0N1,102.55,24,13,0
CUST_JMLC09,154.6,88,10,1
CUST_RXO86Q,72.67,5,5,1
CUST_Q3GZVC,138.82,6,16,0
CUST_O9BAYE,96.7,19,7,1
CUST_IJK5AJ,180.22,18,11,0
CUST_PWNYC4,101.95,59,4,1
CUST_YPMHM2,94.83,71,14,1
CUST_LX5114,45.41,32,5,1
CUST_LKCP4Y,53.57,40,11,1
CUST_D7DIU7,78.94,83,15,1
CUST_PLP8HF,193.61,31,8,0
CUST_J5Z6S0,21.12,84,11,0
CUST_YCGPGD,52,6,11,1
CUST_FLYC6A,155.64,21,1,1
CUST_XFIH17,190.78,60,9,1
CUST_BG7QOH,120.79,80,3,1
CUST_LT66RZ,170.37,23,6,0
CUST_G5M823,123.66,42,18,1
CUST_4OOI0C,79.01,79,19,0
CUST_IDR0HA,156.85,22,18,0
CUST_U32QK3,106.83,52,1,0
CUST_2914ET,93.33,11,12,0
CUST_C2O6CR,157.09,34,2,1
CUST_VZ4WWC,28.44,68,15,1
CUST_27PZ49,67.72,53,14,0
CUST_ZVQV5X,39.97,9,10,1
CUST_OZC81Q,191.23,16,13,1
CUST_K7N2C8,186.93,20,11,0
CUST_CWVZJ6,144.53,32,12,0
CUST_4TWCJD,186.43,6,11,0
CUST_60TWF3,29.65,59,15,0
CUST_61R13L,165.88,34,8,0
CUST_Y14S9K,41.85,65,11,1
CUST_80Q2MD,43.91,25,6,0
CUST_G6MRSG,149.49,69,5,0
CUST_PKL29Q,75.91,50,6,1
CUST_F9A45Q,48.9,49,4,1
CUST_CYER84,127.89,73,12,1
CUST_ZWRW0C,185.44,84,18,0
CUST_L4J6MR,149.52,58,13,1
CUST_ZHROPM,88.15,75,15,1
CUST_99J70F,98.84,59,9,0
CUST_7L4P65,112.35,85,15,1
CUST_TF4JH5,22.92,44,12,1
CUST_FKQT6A,75.68,82,9,0
CUST_OESG4D,75.11,17,8,0
CUST_KTJO26,125.31,34,13,1
CUST_SEVJMC,36.34,37,18,1
CUST_TX35E1,52.33,17,17,1
CUST_YZ99RF,65.82,89,11,0
CUST_CTNRWS,77.76,14,18,0
CUST_2HAJVO,141.08,73,4,0
CUST_UQNNA8,170.21,46,14,0
CUST_Q8SMFJ,116.29,78,19,1
CUST_LHNL3T,135.14,72,2,1
CUST_F688RW,113.97,35,18,1
CUST_76D8FD,36.34,29,17,1
CUST_Y553IG,107.31,81,3,1
CUST_4NIP2X,89.39,65,9,1
CUST_0OXRY1,51.25,81,12,0
CUST_96R07D,107.11,71,14,1
CUST_7CKA8V,73.39,16,10,0
CUST_LCCBQO,177.84,36,10,0
CUST_TS2FNM,128.9,72,19,1
CUST_IQRR2W,54.51,49,12,0
CUST_RFLFY3,112.8,29,8,0
CUST_FWCPTF,188.71,18,4,1
CUST_0D1DTJ,92.28,39,2,0
CUST_IQQ5A0,107.6,63,3,1
CUST_U1SMU1,153.81,14,13,0
CUST_0K90MH,50.26,77,10,0
CUST_6WG6KZ,65.81,8,1,0
CUST_EWMNQA,31.97,43,6,0
CUST_92VOAD,192.34,75,5,1
CUST_KKCWRE,47.69,13,19,1
CUST_9HN2DV,76.44,80,16,1
CUST_OA5DOA,41.06,57,10,0
CUST_I2AWEP,190.15,10,2,0
CUST_2Z70SE,73.37,76,9,0
CUST_EPWN69,110.5,30,13,0
CUST_HJCJ6X,136.1,36,17,1
CUST_SWYRB5,122.21,89,18,0
CUST_1K29D7,99.38,17,18,1
CUST_B5R3MK,44.19,30,9,0
CUST_IOS7R2,47.37,6,5,0
CUST_V57R0W,53.53,41,15,1
CUST_YN1N1P,199.04,46,13,0
CUST_LJ275Q,142,64,19,0
CUST_9YDFTR,98.78,40,16,1
CUST_LO3U5R,56.57,33,14,0
CUST_JE6NJN,162.29,37,3,1
CUST_ZZK28I,65.82,23,6,1
CUST_EC194I,100.83,52,18,0
CUST_ZWWSZZ,58.1,49,18,0
CUST_9Y723Q,28.03,7,15,1
CUST_V98WXZ,81.44,26,9,1
CUST_NZVO87,36,13,9,1
CUST_U8ER4W,99.15,43,6,1
CUST_PHWUXL,160.72,23,8,0
CUST_3QGU8V,107.14,76,6,1
CUST_I0ZTPZ,123.27,63,3,0
CUST_QUEI6Q,70.19,13,3,1
CUST_XV1HKS,38.28,40,5,0
CUST_3BTWVP,125.94,41,7,1
CUST_MRAMMD,101.31,12,9,1
CUST_QLQ8LT,121.59,74,8,0
CUST_PGHDUO,159.18,81,19,0
CUST_YEXR72,90.54,25,2,1
CUST_1ZC3ES,20.39,66,9,0
CUST_DEBAUN,129.2,42,13,0
CUST_SASUTZ,175.81,60,13,0
CUST_S0LG8Y,39.24,32,18,0
CUST_USBFVD,148.85,81,3,1
CUST_B81DJW,36.75,39,8,1
CUST_AX1KW3,78.1,9,15,1
CUST_KWA096,55.36,61,17,1
CUST_7SJM60,183.69,66,16,1
CUST_M3HZ3E,93.22,41,4,0
CUST_ECIOBG,157.64,42,6,0
CUST_JRQXMK,33.39,23,19,0
CUST_0L7CJW,125.68,33,11,0
CUST_509QVM,105.84,84,8,1
CUST_COBA20,162.34,69,4,0
CUST_OID64I,175.3,78,14,0
CUST_DDOPB8,67.51,78,17,0
CUST_THMDAK,194.26,9,12,0
CUST_RGTURM,51.82,41,3,0
CUST_0BMMTB,180.23,50,12,0
CUST_IJ8A5N,97.06,59,5,1
CUST_GRCH0C,190.59,25,18,0
CUST_2257G9,116.15,53,8,0
CUST_ARA10F,155.89,40,18,1
CUST_RK84L5,129.78,61,14,1
CUST_1S7J4E,154.13,89,17,0
CUST_8D7JES,182.06,59,7,1
CUST_1H6VWZ,182.21,49,2,0
CUST_ABFZB3,178.2,72,17,1
CUST_GFBG41,186.53,83,3,1
CUST_0ZACOU,134.16,82,13,1
CUST_0F3I55,21.14,89,18,0
CUST_N58ZAP,75.83,70,2,1
CUST_TUBQRZ,68.31,13,14,0
CUST_NN1KV7,40.57,25,13,1
CUST_VLL6R0,144.04,58,11,0
CUST_IOPS3D,107.6,49,17,0
CUST_Q6Q3Z1,129.98,6,7,1
CUST_IX3GIO,154.16,48,4,0
CUST_H79CFU,33.27,40,4,0
CUST_QCXQCM,162.77,14,17,0
CUST_ZHW24A,64.7,58,1,1
CUST_R2D7MG,26.41,11,7,0
CUST_ZKL3EJ,64.88,83,19,0
CUST_SO3CP9,40.42,16,19,0
CUST_JGUXWD,131.68,15,11,1
CUST_D761W1,50.46,43,16,1
CUST_2177WG,116.77,35,11,0
CUST_HEA190,168.87,12,16,0
CUST_9IR8SC,124.32,42,9,0
CUST_IW9UEX,96.11,58,6,0
CUST_RK22SE,188.79,9,9,0
CUST_TIGR6V,163.12,11,6,0
CUST_B2WF30,196.06,23,10,0
CUST_33SBUV,136.77,25,19,0
CUST_NLOR9G,95.21,54,18,1
CUST_T0A58A,42.09,47,5,0
CUST_14JH9N,85.19,63,4,0
CUST_4TE1XJ,184.11,42,13,1
CUST_8UU050,48.18,55,17,1
CUST_3VQDGW,105.28,65,9,0
CUST_WZ80J0,164.17,9,2,1
CUST_Z9MQ21,52.58,67,3,1
CUST_JOY0E5,120.19,28,16,0
CUST_Y6I6HK,124.39,52,14,1
CUST_98356S,117.15,47,14,1
CUST_E5CKK2,97.18,5,5,0
CUST_5BH891,181.4,85,15,1
CUST_R036CG,112.05,73,17,0
CUST_UGIHNY,57.98,46,1,1
CUST_MYYAH6,76.05,76,12,1
CUST_ZV3RBU,58.9,41,4,0
CUST_XY94A4,33.43,58,17,0
CUST_BNKCTZ,29.36,50,15,1
CUST_U5TX8E,162.19,87,13,0
CUST_TSV0ZO,77.82,20,12,0
CUST_QLZ088,108.76,47,11,0
CUST_5S2K0B,192.68,7,13,0
CUST_N3PH20,100.85,19,16,0
CUST_1ZKX2L,85.3,42,18,0
CUST_H9QO81,48.69,47,4,1
CUST_VZ7Q5S,112.35,50,12,0
CUST_KW4EVE,187.22,61,6,1
CUST_JT66KG,119.65,62,16,1
CUST_010V4D,175.46,57,10,0
CUST_EX8M9C,44.08,16,2,1
CUST_VKFVLD,123.13,19,8,1
CUST_EN7GZL,65.21,12,14,1
CUST_KH6WWS,177.84,34,19,0
CUST_B7QECD,44.06,28,8,1
CUST_HNKWIR,136.37,37,4,0
CUST_T01DW8,124.5,52,17,1
CUST_LVMAV8,125.83,66,15,0
CUST_P2B999,123.18,76,8,0
CUST_K5O0H2,161.49,75,8,1
CUST_4HHULB,67.06,72,3,1
CUST_JKCIO9,191.36,14,18,1
CUST_5Z412X,27.66,32,14,1
CUST_KF0F0I,20.63,43,15,1
CUST_B3XB5X,52.05,30,7,1
CUST_B1LE0G,129.76,26,4,1
CUST_E5NTVC,27.99,12,13,1
CUST_BF6UVM,38.2,56,7,0
CUST_OV0WVK,127.49,41,18,1
CUST_TD7F8Y,53.26,89,2,1
CUST_LCAVRK,130.65,14,8,1
CUST_5W4VTY,199.9,30,10,0
CUST_17TAW9,89.08,14,5,0
CUST_H71DC1,128.97,9,15,1
CUST_2FD4M6,40.34,89,8,1
CUST_GIPAMC,184.59,25,18,0
CUST_9YFA7A,159.14,42,5,0
CUST_HLY86M,140.99,9,11,1
CUST_1A9ATB,46.11,18,14,1
CUST_7XRE5C,88.54,43,9,0
CUST_2MJQIU,180.28,8,3,1
CUST_04GITV,103.29,7,1,0
CUST_XS6EO1,166.6,81,13,1
CUST_DVPHB4,143.65,81,10,0
CUST_J1NKSW,159.38,17,19,1
CUST_TUA1L9,141.92,34,4,0
CUST_GD7DWT,194.17,43,14,1
CUST_N0YICO,43.03,18,8,1
CUST_3C3SKW,52.93,32,7,0
CUST_M871ZG,56.28,49,9,0
CUST_IQA76R,155.77,35,13,0
CUST_B1VT98,193.12,89,8,1
CUST_GU7IEC,51.83,43,18,0
CUST_Z11PMD,130.86,11,19,0
CUST_YDXAWY,89.98,10,18,1
CUST_AYJVPR,133.49,77,5,1
CUST_JJ8LWE,151.24,89,19,1
CUST_WCHAIT,192.01,46,15,1
CUST_ZAGORM,71.66,6,4,1
CUST_43HBYL,116.8,72,15,1
CUST_UBV7PA,135.17,23,2,0
CUST_DNZMCB,66.21,39,16,0
CUST_27Z458,172.07,22,9,0
CUST_D9ASDE,44.78,10,15,0
CUST_ZGXFC7,115.31,20,16,1
CUST_SOHVT2,93.23,18,5,1
CUST_UOSK65,182.86,68,4,1
CUST_99NST0,96.83,72,11,1
CUST_4BLONF,72.11,8,18,1
CUST_9Q6SJL,20.29,81,8,0
CUST_HO7EX9,123.53,70,13,0
CUST_ZT09HO,89.11,82,11,0
CUST_5KXJCX,179.13,79,5,0
CUST_9841NU,46.95,12,7,0
CUST_V11BJR,139.08,20,17,1
CUST_4YAIUC,162.47,70,11,1
CUST_V44JOW,65.16,44,4,1
CUST_QJT25W,118.97,18,17,1
CUST_BSFCZS,80.2,14,17,1
CUST_USY5LQ,159.05,75,5,1
CUST_7USGEB,128.51,19,10,0
CUST_S4VDVW,97.5,69,1,0
CUST_535IX2,70.48,58,8,1
CUST_6K4XT2,166.03,73,11,0
CUST_769VJ8,196.03,77,1,1
CUST_GGM1OV,86.35,86,14,0
CUST_KX699I,67.75,50,2,1
CUST_DXEBQA,60.26,35,17,1
CUST_5BOH5Y,46.64,10,11,0
CUST_KPULM1,28.25,32,11,0
CUST_MO7URG,163.32,56,3,0
CUST_0G52T7,171.59,45,16,1
CUST_NVZM0X,170.66,81,7,0
CUST_RAY5JL,164.42,63,3,0
CUST_AA2D3O,24.83,74,4,0
CUST_BEXPW4,93.65,16,9,0
CUST_HJW29E,27.63,8,12,1
CUST_0FDTYG,151.01,45,16,1
CUST_QL9613,178.7,43,19,0
CUST_XT3QG2,25.77,37,9,0
CUST_S0AZ71,180.3,60,15,0
CUST_RJIY5P,37.54,36,14,0
CUST_NUDVH6,50.64,26,5,0
CUST_W0TOBQ,117.78,29,17,1
CUST_8R5VLG,74.29,46,11,0
CUST_FMLA0S,89.01,79,17,0
CUST_B54NL2,177.46,88,13,1
CUST_8RJ3AC,84.08,78,18,1
CUST_JJ29S4,189.06,59,5,0
CUST_827XHX,179.58,41,2,0
CUST_A8FP6T,156.39,46,6,1
CUST_SD9WV5,181.86,25,18,1
CUST_OB867R,73.94,21,15,0
CUST_447Z72,176.44,63,11,0
CUST_5ZP509,103.47,45,7,0
CUST_HXOYK8,35.98,6,7,0
CUST_W65KKL,123.82,23,9,1
CUST_KP4WJF,104.35,52,9,0
CUST_UX9YS8,192.54,16,6,1
CUST_DPP7HR,168.96,53,8,1
CUST_PATK3B,20.35,56,4,1
CUST_0EPLYJ,188.44,19,15,1
CUST_62DFNK,194,47,7,1
CUST_CU6PIU,121.02,13,2,0
CUST_IV2G0X,86,32,4,0
CUST_27EEF0,181.23,67,18,1
CUST_4B8UKF,178.83,73,6,1
CUST_3UDPXA,39.23,11,9,1
CUST_DJ3OOX,44.43,27,17,0
CUST_Z8Z42X,181.1,28,3,0
CUST_4XRMBW,34.83,12,17,0
CUST_ZB6OR4,137.32,28,16,0
CUST_JTMYI5,62.57,60,14,0
CUST_KHSVSS,104.94,42,3,1
CUST_UYY2SH,34.95,54,8,0
CUST_4MITND,145.75,48,18,1
CUST_HRM096,113.79,16,14,0
CUST_VDFCPL,185.26,41,15,1
CUST_OOBXBS,32.03,18,16,1
CUST_RHL4ZV,128.88,47,5,1
CUST_OBBDQK,165.83,11,2,1
CUST_VB1HL4,195.79,53,12,1
CUST_9VQX7T,112.66,50,5,1
CUST_A9HNRK,47.72,43,18,1
CUST_P3J5G6,54.74,25,16,0
CUST_WDWYJE,171.76,12,17,0
CUST_Z0CG69,143.15,61,3,1
CUST_HBYAK9,44.46,29,13,1
CUST_O1XKQF,135.57,33,16,1
CUST_AD2P5H,71.36,62,11,1
CUST_KYHX5D,43.86,49,1,1
CUST_NDATNE,43.53,25,2,1
CUST_K9OK6Q,196.63,38,14,1
CUST_491QO0,56.12,32,18,0
CUST_YWRGQV,139.81,79,17,1
CUST_BOA9MI,154.96,7,3,1
CUST_NH1Y1R,63.31,8,2,0
CUST_AXEX1P,85.73,34,4,1
CUST_HS0LI7,24.98,47,1,1
CUST_1VK9UU,192.99,67,9,0
CUST_0V7UOF,90.21,65,15,1
CUST_A9I0NG,85.1,5,1,1
CUST_KE7NYZ,96.64,43,11,1
CUST_155TT5,22.81,9,16,0
CUST_W2TE3B,139.48,28,14,0
CUST_OR5172,141.97,44,16,0
CUST_9IU34F,142.96,56,3,0
CUST_YTHB17,108.79,79,8,1
CUST_KP6RNU,23.88,25,14,0
CUST_606467,35.28,68,12,0
CUST_ZJ76UK,32.86,81,3,0
CUST_4CYVQ8,169.59,37,10,0
CUST_AXRDE9,132.85,62,10,0
CUST_A53OO7,183.08,53,11,1
CUST_36BXV1,182.86,64,2,0
CUST_XDE496,121.79,84,8,1
CUST_MJ68CK,41.55,9,8,1
CUST_3FTPMG,66.87,71,18,1
CUST_626VJ1,47.9,19,7,0
CUST_0BBJLU,100.57,80,8,1
CUST_S7N5P0,57.72,51,5,1
CUST_IR8UXU,89.35,68,4,1
CUST_3HJW0O,187.49,56,15,1
CUST_YSKCTI,38.95,6,10,0
CUST_V72GY0,198.97,23,16,1
CUST_HHZO8P,42.54,88,14,0
CUST_I0J4FB,140.6,84,13,0
CUST_S665HP,22.69,60,2,1
CUST_E36X5D,43.98,84,9,1
CUST_YDTMCD,181.37,74,11,1
CUST_TTUK9X,37.35,22,14,1
CUST_RA8H28,131.68,14,7,0
CUST_LZ4AYY,99.31,47,7,0
CUST_7GGVHE,163.29,31,19,1
CUST_BVZN6A,156.75,10,11,1
CUST_WYQH80,162.41,41,12,1
CUST_O2F07M,156.32,37,13,0
CUST_LRALFF,189.63,58,15,0
CUST_MDY5GQ,148.78,81,1,1
CUST_TNIUTU,82.58,43,8,1
CUST_M9NX0U,150.58,49,5,1
CUST_W7K84I,55.83,65,14,0
CUST_M8NSE5,193.84,84,16,1
CUST_AXPPMR,118.73,80,7,0
CUST_9DOZZ2,44.12,52,5,0
CUST_9VTVN0,126.82,36,9,0
CUST_KGAHJE,185.63,75,14,1
CUST_RKDGN0,71.36,21,10,0
CUST_GEB9EE,71.61,67,5,0
CUST_ARY0HB,31.19,61,7,1
CUST_FC992O,32.72,52,6,0
CUST_0TYJV5,150.28,89,19,0
CUST_MP2LZ8,85.35,38,5,1
CUST_9BFHVP,102.26,8,14,0
CUST_JMA52U,184.35,10,1,0
CUST_58CETQ,89.41,79,2,1
CUST_TNYNC8,63.83,42,11,0
CUST_69PLD5,178.24,19,3,0
CUST_XB1EI6,38.5,69,4,0
CUST_F8MQ82,125.03,73,4,1
CUST_60P93E,115.6,79,1,0
CUST_MHZCAF,173.75,5,1,0
CUST_0GYB5W,141.44,16,19,1
CUST_7VJD9U,167.3,62,19,0
CUST_R18FXT,181.51,23,2,0
CUST_QQQGS0,114.29,74,18,0
CUST_30POUR,45.36,20,8,0
CUST_VI56DU,23.3,58,5,0
CUST_X4KKJW,151.39,14,2,1
CUST_YN7AKZ,199.13,62,6,0
CUST_NJQQP7,35.38,73,18,0
CUST_3RXMNL,178.53,7,9,0
CUST_A1V027,170.55,38,7,1
CUST_7LP206,73.17,72,1,1
CUST_3SL47P,146.53,51,19,1
CUST_4VMDS8,159.88,81,12,0
CUST_RC2FOD,172.99,30,10,1
CUST_ESLY0L,158.09,76,5,0
CUST_L4ZCRB,186.61,18,9,1
CUST_29FXH8,93.31,82,4,0
CUST_4JY7ZW,126.54,29,16,1
CUST_7EKBIQ,188.57,47,12,0
CUST_8631Y9,96.67,18,1,0
CUST_RBTHYA,95.92,46,19,0
CUST_96LFE1,51.18,54,8,0
CUST_FLQSFQ,76.83,32,6,0
CUST_63H3F6,23.34,87,19,1
CUST_IZCE8I,181.02,42,19,1
CUST_GLB1SJ,36.54,82,18,1
CUST_1VBYXT,148.31,76,4,1
CUST_7WYDLB,199.75,89,1,1
CUST_D2Y9LW,170.97,28,2,1
CUST_GBSNDK,138.98,52,11,0
CUST_L9CAJE,179,6,5,1
CUST_BH5ALV,164.11,28,14,1
CUST_0V4WEI,29.9,20,16,1
CUST_PNARK0,57.27,16,18,1
CUST_A0K46V,137.06,59,15,1
CUST_10G9JC,190.68,45,19,0
CUST_F0FNOK,141.14,71,13,0
CUST_XY94P3,35.45,61,3,1
CUST_YCC4D5,96.17,62,14,0
CUST_YEYP0M,45.17,63,8,0
CUST_WM04MS,91.6,30,18,1
CUST_JH0UVW,99.41,16,11,1
CUST_ZC4XU5,77.11,43,4,1
CUST_PD949H,25.37,83,7,1
CUST_GJ8OOO,139.8,57,12,0
CUST_PT3P8P,26.18,47,4,0
CUST_GKAS68,31.16,7,9,1
CUST_T6HK3L,199.45,62,13,1
CUST_VQ4BXA,21.13,41,15,1
CUST_WO28IE,178.68,49,13,0
CUST_COLEMR,91.26,17,12,1
CUST_7A83I3,173.29,42,13,1
CUST_44RAHP,86.88,14,12,0
CUST_7MCFUQ,145.74,56,2,0
CUST_MYGTJM,129.27,16,10,0
CUST_AYFCKE,153.2,40,19,1
CUST_9XBE5F,129.83,74,1,0
CUST_S9WYHE,135.44,67,8,1
CUST_HIM4M7,104.3,71,3,0
CUST_GWM7WN,187.5,59,14,0
CUST_02L8IS,77.33,66,7,0
CUST_VII8C4,129.08,84,10,0
CUST_KRO2H6,138.71,42,8,1
CUST_58BTIY,29.21,62,13,0
CUST_1CCOE2,110.03,13,9,1
CUST_QGYGVA,45.85,57,10,0
CUST_V9C65E,146.47,6,1,0
CUST_92HUPD,167.77,76,1,0
CUST_S5FHY6,79.54,64,15,1
CUST_V9CKUK,182.36,84,12,0
CUST_GZJTJF,42.62,21,9,1
CUST_BGA2CA,116.57,83,19,0
CUST_3WBV5J,89.43,32,18,0
CUST_VRNSTY,41.99,89,6,0
CUST_386NJL,98.21,8,12,1
CUST_BGHY9H,38.46,22,6,0
CUST_Y3G8FH,159.94,28,8,0
CUST_OHSGFM,43.9,14,16,1
CUST_9V282H,86.74,35,4,1
CUST_YPQF1U,194.79,69,18,1
CUST_QRFEH0,61.87,79,4,0
CUST_Q7KX2S,66.77,47,13,0
CUST_QFJCNZ,63.51,6,7,1
CUST_RVRXEC,63.2,44,11,1
CUST_O3YL6G,193.8,77,18,0
CUST_YSO701,186.27,48,8,1
CUST_SXXMT5,85.17,23,17,0
CUST_H6GK58,165.63,54,10,1
CUST_QB712K,198.87,15,10,0
CUST_Q57DSQ,68.4,55,11,0
CUST_ZRHCK8,60.45,48,4,0
CUST_ISTWFD,43.06,55,10,0
CUST_VJWY6S,41.81,58,13,1
CUST_YBCAF8,59.2,47,14,0
CUST_SKW73E,74.9,61,2,0
CUST_BM02DB,132.4,54,7,1
CUST_ZVAIFE,80.83,78,4,0
CUST_OS09Q0,133.08,58,14,1
CUST_WT0NMR,157.3,89,15,1
CUST_5Q3TJ3,77.15,16,18,0
CUST_12P5SP,37.09,76,4,0
CUST_XJ9RQ1,136.88,66,7,0
CUST_HC9RCR,75.84,78,15,0
CUST_R25NTW,134,50,1,1
CUST_LCWAGV,199.5,17,5,0
CUST_SD6IDM,172.82,22,19,1
CUST_Z3AX5F,45.19,66,5,0
CUST_Y4PKGY,150.75,66,1,1
CUST_YH3SCF,180.59,41,19,1
CUST_ZPXJCV,79.49,36,10,1
CUST_NEC2UT,164.17,20,9,0
CUST_TI6P32,150.68,64,10,1
CUST_KCMMXM,170.44,63,18,1
CUST_97C9T2,107.44,22,17,0
CUST_2H1QQK,116.99,84,12,0
CUST_V9BUCW,46.77,15,14,0
CUST_4PEAGX,67.59,11,2,1
CUST_1TW1M4,48.38,27,2,0
CUST_NK9MHF,121.67,8,4,1
CUST_RIK5G9,50.73,10,10,0
CUST_0EWXBG,68.82,46,1,0
CUST_7RZSZF,49.72,50,14,1
CUST_1Y1Y5Z,149.35,56,19,1
CUST_FL8VFS,96.89,38,4,0
CUST_AOR1F5,188.48,36,19,0
CUST_P29HZZ,167.29,31,15,1
CUST_AKD4WV,195.52,22,2,1
CUST_03VGSO,161.03,66,10,1
CUST_9S0R6U,24.61,46,17,1
CUST_59FXB1,171.34,53,9,0
CUST_62763D,98.19,14,13,0
CUST_HWHMEV,151.4,64,3,1
CUST_30BKSE,157.46,22,12,0
CUST_W92W2I,162.54,26,15,1
CUST_ES9RKE,121.21,87,10,0
CUST_1XHNSD,109.93,34,11,1
CUST_0ZOSIH,168.71,39,13,0
CUST_FNXL92,180.5,42,19,0
CUST_AT8NM1,70.14,76,7,0
CUST_XYLMSX,174.63,17,11,1
CUST_HPTBUI,68.44,30,10,0
CUST_QDHHMB,31.12,33,13,0
CUST_JDK9DG,56.2,76,15,0
CUST_N6VOXY,161.73,45,2,0
CUST_7XMV8P,136.22,80,7,1
CUST_Q5HFB7,142.45,48,11,1
CUST_VXY3M6,36.37,40,8,0
CUST_OA9VSY,192.09,45,19,1
CUST_6U3MXR,47.68,84,12,0
CUST_9TCGTB,81.74,43,6,1
CUST_F37HLY,134.59,72,5,1
CUST_6VOX4R,187.04,82,11,0
CUST_EWR8WV,39.06,14,6,1
CUST_BD5K0T,112.02,76,12,1
CUST_1LLB8R,177.32,65,8,1
CUST_6HNYK7,137.36,11,4,0
CUST_15HX95,106.31,16,7,1
CUST_VGRE5J,154.43,81,13,0
CUST_JJ1QKO,107.8,64,11,0
CUST_XRS1IN,138.28,65,12,0
CUST_7Z2ID9,22.06,73,4,0
CUST_66NJ44,161.37,11,12,1
CUST_V6JCEW,35.45,53,10,0
CUST_O7M13J,159,66,9,1
CUST_34RCSJ,147.87,52,11,1
CUST_TSNUEL,139.51,65,19,0
CUST_K0C4EB,196.52,14,14,0
CUST_JYW7SY,195.18,80,3,0
CUST_4XMHVI,66.13,21,6,0
CUST_UPDYTM,156.12,82,15,0
CUST_IW8147,32.3,71,13,1
CUST_4JWX7H,84.36,70,8,0
CUST_C0RHRH,162.74,15,9,1
CUST_767DOK,178.35,82,15,0
CUST_7XMSYL,193.08,74,19,1
CUST_9L6XA7,122.98,59,19,0
CUST_GZGUZT,68.2,10,17,1
CUST_FVKFDV,185.49,24,1,1
CUST_1WEMTE,55.57,33,17,1
CUST_K7RG4H,56.1,16,2,0
CUST_2M90XB,60.48,62,19,1
CUST_RRT5YD,162.71,75,5,1
CUST_HW8FPA,131.14,42,18,0
CUST_DEKP1O,67.96,70,17,0
CUST_U585Z0,89.44,83,7,1
CUST_T1QS7W,189.25,16,11,1
CUST_DVQY62,73.93,10,12,1
CUST_K8C9Q3,61.03,89,2,0
CUST_1ALRMI,136.71,22,5,0
CUST_MUGDP6,101.17,14,13,0
CUST_3ESOT5,38.51,37,19,0
CUST_0FAGB3,40.07,13,17,1
CUST_CYKZZA,20.35,68,10,1
CUST_VY47QU,134.15,60,16,1
CUST_80SFAC,142.43,44,16,0
CUST_OSUD89,34.46,38,6,0
CUST_23P2ZD,49.01,54,3,0
CUST_CIHS71,88.65,43,3,0
CUST_PZ1NAZ,195.08,79,3,0
CUST_8CDQH9,88.6,55,10,0
CUST_XGKUZ5,28.1,25,11,1
CUST_LWIDJX,181.58,27,5,0
CUST_8BZQV7,162.99,58,6,0
CUST_AGFAS6,22.35,85,17,0
CUST_XBZB9S,128.21,87,5,0
CUST_C0ILRU,168.4,58,2,0
CUST_NGB4SI,180.22,56,1,0
CUST_Y3CPTU,141.17,86,9,0
CUST_UBOH1A,125.05,12,1,1
CUST_K54QYH,53.15,55,7,0
CUST_GJ7SRO,137.62,7,18,0
CUST_NFU5E0,131.61,60,9,1
CUST_8Y4SDB,166.98,65,19,1
CUST_71GHT0,58.49,6,9,1
CUST_TQH2MG,170.67,6,9,1
CUST_O653Z2,37.19,58,10,0
CUST_21RSD9,158.79,86,15,1
CUST_MOOJ96,191.06,78,15,1
CUST_Q4ESJV,163.39,11,16,1
CUST_YHTJLE,197.17,66,6,0
CUST_GODXK6,35.2,14,2,0
CUST_M7MLV4,41.57,86,19,0
CUST_2F7SUG,94.38,85,2,0
CUST_Q3GWAR,57.71,69,7,1
CUST_1M9CLU,169.43,5,9,0
CUST_EABMEC,146.31,15,7,1
CUST_JXOWHX,106.02,36,3,0
CUST_2HGM1L,183.68,51,5,1
CUST_ZM2X8U,166.16,55,4,1
CUST_AOA6Q8,199.2,6,10,1
CUST_UAVVSS,29.34,46,8,1
CUST_85N1LQ,49.79,25,13,0
CUST_GRC1FU,156.35,56,6,0
CUST_S7LQCZ,78.76,23,13,1
CUST_AHVVVN,194.48,8,2,0
CUST_HE7GF4,60.63,28,1,1
CUST_HU7S7P,107.86,84,6,0
CUST_1T5D0Q,127.05,10,18,0
CUST_1WWICM,66.58,64,8,1
CUST_V9MC2X,190.39,68,9,0
CUST_EL3RGJ,145.62,25,8,1
CUST_KGIJU8,75.54,14,13,0
CUST_DWWQB9,83.97,61,1,1
CUST_ESSP4J,67.89,67,16,1
CUST_G2ZFG8,59.1,57,7,1
CUST_9DY40O,149.54,48,14,0
CUST_BEUC7A,25.15,73,12,1
CUST_2ADZ2Z,33.62,61,3,1
CUST_H3Q59F,66.11,22,12,0
CUST_YR2TNU,38.68,33,5,1
CUST_V6VW90,140.38,71,18,1
CUST_VQ2CRW,44.66,28,8,1
CUST_058CBS,86.44,30,19,0
CUST_VZ463X,199.22,10,9,0
CUST_APC3WL,69.47,57,11,1
CUST_BQQQVX,122.65,55,2,0
CUST_27B215,174.5,54,5,0
CUST_WMPI9O,28.34,17,18,1
CUST_6ZPQJJ,107.8,18,12,0
CUST_2M6BEN,29.11,69,1,1
CUST_A8ZOCL,197.18,25,17,0
CUST_TLTE8S,147.88,23,17,1
CUST_HPKEVM,50.7,41,19,1
CUST_P6XUKK,140.32,69,15,1
CUST_WW6MRZ,40.38,54,10,1
